,Close,Date,Position,Ticker,MA_25,MA_50,MA_75,MA_100,MA_125,MA_150,MA_175,MA_200,MA_250,MA_300
0,10.18,1995-07-31 00:00:00,1,VFISX,10.209200000000001,10.208800000000002,10.171466666666666,10.134399999999998,10.095280000000002,10.049666666666665,10.016114285714284,10.001299999999999,9.997599999999998,10.001533333333333
1,10.17,1995-08-01 00:00:00,1,VFISX,10.2068,10.2096,10.172933333333333,10.136199999999999,10.097760000000003,10.052133333333332,10.017942857142856,10.0024,9.998119999999998,10.002033333333332
2,10.18,1995-08-02 00:00:00,1,VFISX,10.2052,10.210600000000001,10.174399999999999,10.138,10.100320000000002,10.054733333333331,10.019885714285714,10.00355,9.99884,10.002566666666667
3,10.17,1995-08-03 00:00:00,1,VFISX,10.202799999999998,10.211000000000002,10.1756,10.1396,10.102400000000003,10.057266666666665,10.021771428571427,10.00465,9.99952,10.003033333333333
4,10.17,1995-08-04 00:00:00,1,VFISX,10.202,10.211000000000002,10.17693333333333,10.140999999999998,10.104560000000001,10.0598,10.023485714285712,10.0058,10.00024,10.003533333333332
5,10.18,1995-08-07 00:00:00,1,VFISX,10.200800000000001,10.211000000000002,10.178266666666666,10.142499999999998,10.106800000000003,10.062466666666666,10.025314285714284,10.007100000000001,10.00096,10.0041
6,10.18,1995-08-08 00:00:00,1,VFISX,10.1996,10.211,10.179599999999999,10.143999999999998,10.108960000000002,10.064999999999998,10.027257142857142,10.0084,10.001719999999999,10.00463333333333
7,10.17,1995-08-09 00:00:00,1,VFISX,10.1976,10.2104,10.18093333333333,10.1454,10.111200000000002,10.067533333333332,10.029257142857142,10.0097,10.002439999999998,10.005099999999999
8,10.17,1995-08-10 00:00:00,1,VFISX,10.193999999999999,10.2098,10.182266666666665,10.146799999999999,10.113520000000003,10.070066666666666,10.031257142857141,10.011000000000001,10.00316,10.005533333333332
9,10.14,1995-08-11 00:00:00,1,VFISX,10.189200000000001,10.208,10.183333333333332,10.148,10.115600000000004,10.072466666666665,10.033085714285713,10.0122,10.003720000000001,10.005799999999999
10,10.14,1995-08-14 00:00:00,1,VFISX,10.1844,10.205599999999999,10.184533333333333,10.149299999999998,10.117440000000002,10.074733333333333,10.034914285714283,10.01335,10.00424,10.006066666666666
11,10.14,1995-08-15 00:00:00,1,VFISX,10.180399999999999,10.203199999999999,10.185733333333333,10.150599999999999,10.119120000000002,10.076933333333333,10.036857142857142,10.0145,10.0048,10.006333333333332
12,10.15,1995-08-16 00:00:00,1,VFISX,10.1764,10.201199999999998,10.187199999999997,10.1517,10.120720000000002,10.079199999999998,10.038742857142855,10.01565,10.0054,10.006633333333333
13,10.14,1995-08-17 00:00:00,1,VFISX,10.172,10.1996,10.188266666666667,10.1527,10.122320000000004,10.081133333333332,10.04062857142857,10.01685,10.006,10.00693333333333
14,10.14,1995-08-18 00:00:00,1,VFISX,10.168400000000002,10.1984,10.189066666666665,10.153899999999998,10.123920000000004,10.083066666666666,10.042571428571428,10.018099999999999,10.006560000000002,10.007266666666668
15,10.15,1995-08-21 00:00:00,1,VFISX,10.166,10.1982,10.189733333333333,10.1552,10.125360000000002,10.085133333333332,10.044571428571428,10.019400000000001,10.00708,10.007566666666667
16,10.14,1995-08-22 00:00:00,1,VFISX,10.1632,10.1974,10.189733333333333,10.1565,10.126640000000004,10.0872,10.04662857142857,10.02075,10.0076,10.0079
17,10.14,1995-08-23 00:00:00,1,VFISX,10.1616,10.1954,10.189866666666667,10.1579,10.127920000000003,10.089266666666665,10.048685714285714,10.0221,10.008119999999998,10.0082
18,10.16,1995-08-24 00:00:00,1,VFISX,10.1608,10.1938,10.189866666666665,10.159299999999998,10.129200000000004,10.091533333333333,10.050742857142856,10.02355,10.008719999999999,10.0086
19,10.18,1995-08-25 00:00:00,1,VFISX,10.1616,10.193000000000001,10.1904,10.1609,10.130640000000003,10.09393333333333,10.052857142857142,10.02505,10.009360000000001,10.009066666666666
20,10.19,1995-08-28 00:00:00,1,VFISX,10.1624,10.1924,10.191199999999998,10.1625,10.132160000000004,10.096400000000001,10.055085714285713,10.02665,10.01004,10.009633333333333
21,10.18,1995-08-29 00:00:00,1,VFISX,10.1628,10.1912,10.191866666666668,10.1639,10.133680000000004,10.098666666666665,10.057257142857141,10.0282,10.010639999999999,10.010166666666665
22,10.19,1995-08-30 00:00:00,1,VFISX,10.164,10.1904,10.192533333333333,10.1654,10.135360000000002,10.100933333333332,10.059428571428572,10.0298,10.01128,10.0107
23,10.19,1995-08-31 00:00:00,1,VFISX,10.1644,10.1896,10.193066666666668,10.167000000000002,10.137120000000003,10.102999999999998,10.0616,10.031450000000001,10.011959999999998,10.0113
24,10.21,1995-09-01 00:00:00,1,VFISX,10.166,10.1888,10.193866666666668,10.168700000000001,10.139120000000002,10.105133333333335,10.064000000000002,10.033199999999999,10.012760000000002,10.011966666666668
25,10.21,1995-09-05 00:00:00,1,VFISX,10.167200000000001,10.1882,10.194933333333335,10.170400000000003,10.140960000000002,10.107266666666668,10.066457142857143,10.035000000000002,10.01356,10.012666666666668
26,10.21,1995-09-06 00:00:00,1,VFISX,10.1688,10.1878,10.196,10.171900000000003,10.14272,10.1096,10.068800000000001,10.036800000000001,10.014439999999999,10.013366666666668
27,10.2,1995-09-07 00:00:00,1,VFISX,10.169599999999999,10.1874,10.196933333333336,10.173200000000001,10.144320000000002,10.111866666666668,10.071142857142858,10.0386,10.01528,10.014066666666668
28,10.2,1995-09-08 00:00:00,1,VFISX,10.1708,10.1868,10.197600000000001,10.174400000000002,10.145840000000002,10.113800000000001,10.073485714285717,10.0404,10.01612,10.014766666666668
29,10.2,1995-09-11 00:00:00,1,VFISX,10.171999999999999,10.187,10.198000000000002,10.1757,10.147200000000003,10.1158,10.075828571428573,10.042050000000001,10.016920000000002,10.015433333333334
30,10.21,1995-09-12 00:00:00,1,VFISX,10.173200000000001,10.187,10.198400000000001,10.177000000000003,10.148640000000002,10.117866666666668,10.078285714285716,10.0438,10.01772,10.016133333333334
31,10.2,1995-09-13 00:00:00,1,VFISX,10.174,10.186799999999998,10.198666666666668,10.178200000000002,10.150000000000002,10.119800000000001,10.08057142857143,10.0456,10.018600000000003,10.016766666666667
32,10.23,1995-09-14 00:00:00,1,VFISX,10.1764,10.187,10.199066666666669,10.179800000000002,10.151600000000002,10.122066666666667,10.083085714285716,10.047649999999999,10.0196,10.0176
33,10.22,1995-09-15 00:00:00,1,VFISX,10.1784,10.186200000000001,10.199333333333335,10.1813,10.153120000000003,10.124333333333334,10.085542857142858,10.04965,10.020560000000001,10.0184
34,10.21,1995-09-18 00:00:00,1,VFISX,10.1812,10.185200000000002,10.199066666666669,10.182800000000002,10.154640000000002,10.126533333333333,10.088000000000001,10.0516,10.021560000000001,10.019166666666667
35,10.21,1995-09-19 00:00:00,1,VFISX,10.184000000000001,10.184199999999999,10.198400000000001,10.1844,10.156240000000002,10.128533333333335,10.09034285714286,10.05355,10.02256,10.019900000000002
36,10.22,1995-09-20 00:00:00,1,VFISX,10.1872,10.1838,10.197866666666668,10.186100000000001,10.157920000000003,10.130466666666667,10.092685714285716,10.05565,10.0236,10.020566666666669
37,10.2,1995-09-21 00:00:00,1,VFISX,10.189200000000001,10.1828,10.197200000000002,10.187700000000001,10.159200000000002,10.132133333333334,10.094914285714287,10.057549999999999,10.024560000000001,10.021166666666668
38,10.19,1995-09-22 00:00:00,1,VFISX,10.1912,10.1816,10.196800000000003,10.189000000000002,10.160400000000001,10.1338,10.096857142857145,10.05945,10.02548,10.021700000000001
39,10.19,1995-09-25 00:00:00,1,VFISX,10.193200000000001,10.1808,10.196666666666669,10.190100000000003,10.161760000000003,10.135466666666668,10.098800000000002,10.061399999999999,10.0264,10.0222
40,10.18,1995-09-26 00:00:00,1,VFISX,10.1944,10.1802,10.196933333333334,10.190900000000001,10.163040000000002,10.136866666666668,10.100742857142858,10.0633,10.02732,10.022733333333333
41,10.18,1995-09-27 00:00:00,1,VFISX,10.196000000000002,10.1796,10.196933333333334,10.1913,10.164400000000004,10.138200000000001,10.102742857142857,10.0653,10.028279999999999,10.023299999999999
42,10.18,1995-09-28 00:00:00,1,VFISX,10.1976,10.1796,10.196133333333332,10.191799999999999,10.165840000000001,10.139533333333334,10.104742857142856,10.0673,10.029279999999998,10.0239
43,10.34,1995-09-29 00:00:00,1,VUSTX,10.272,10.132,10.188266666666667,10.171700000000001,10.053439999999998,9.949466666666668,9.847828571428572,9.755599999999998,9.60816,9.565233333333333
44,10.36,1995-10-02 00:00:00,1,VUSTX,10.28,10.140400000000001,10.189466666666668,10.176400000000001,10.060319999999997,9.955666666666668,9.855428571428572,9.761700000000001,9.613520000000001,9.568266666666666
45,10.39,1995-10-03 00:00:00,1,VUSTX,10.2896,10.1478,10.1912,10.1816,10.067440000000001,9.962133333333334,9.863314285714287,9.7679,9.619,9.571533333333333
46,10.43,1995-10-04 00:00:00,1,VUSTX,10.300799999999999,10.155000000000001,10.192533333333332,10.187199999999999,10.07472,9.969133333333332,9.871085714285714,9.77425,9.62452,9.5748
47,10.44,1995-10-05 00:00:00,1,VUSTX,10.3116,10.163400000000001,10.1944,10.1923,10.082400000000002,9.9766,9.878742857142859,9.7807,9.630079999999998,9.577633333333333
48,10.45,1995-10-06 00:00:00,1,VUSTX,10.3212,10.1708,10.195866666666666,10.196800000000001,10.090160000000001,9.984333333333334,9.885942857142856,9.787149999999999,9.63552,9.580499999999999
49,10.46,1995-10-09 00:00:00,1,VUSTX,10.3288,10.1796,10.196400000000002,10.2014,10.097840000000001,9.992400000000002,9.893257142857143,9.79375,9.64108,9.583433333333332
50,10.45,1995-10-10 00:00:00,1,VUSTX,10.333999999999998,10.1874,10.1972,10.2064,10.10528,9.999866666666668,9.90022857142857,9.8001,9.6464,9.586233333333334
51,10.45,1995-10-11 00:00:00,1,VUSTX,10.339199999999998,10.1964,10.198533333333335,10.211300000000001,10.112560000000004,10.007133333333334,9.907542857142857,9.80615,9.651639999999999,9.589133333333335
52,10.49,1995-10-12 00:00:00,1,VUSTX,10.3476,10.205,10.200666666666667,10.216700000000001,10.120400000000002,10.014333333333333,9.915028571428572,9.81275,9.657080000000002,9.592566666666668
53,10.61,1995-10-13 00:00:00,1,VUSTX,10.3608,10.217600000000001,10.203866666666668,10.222900000000001,10.129280000000001,10.022200000000002,9.922514285714287,9.820049999999998,9.66308,9.596366666666668
54,10.58,1995-10-16 00:00:00,1,VUSTX,10.373199999999999,10.229,10.208400000000001,10.2276,10.137839999999999,10.029266666666667,9.929885714285714,9.8277,9.669039999999999,9.6002
55,10.6,1995-10-17 00:00:00,1,VUSTX,10.383200000000002,10.2404,10.212933333333334,10.2322,10.146319999999998,10.036466666666668,9.937428571428573,9.835650000000001,9.675439999999998,9.6041
56,10.58,1995-10-18 00:00:00,1,VUSTX,10.393999999999998,10.2512,10.217200000000002,10.2369,10.154559999999998,10.043533333333334,9.944857142857146,9.843150000000001,9.68172,9.608133333333333
57,10.6,1995-10-19 00:00:00,1,VUSTX,10.4028,10.263399999999999,10.221333333333334,10.240900000000002,10.162799999999997,10.050933333333335,9.95257142857143,9.851,9.68824,9.612066666666667
58,10.54,1995-10-20 00:00:00,1,VUSTX,10.41,10.2752,10.2232,10.2443,10.170559999999996,10.058066666666667,9.960114285714285,9.8584,9.69456,9.615833333333333
59,10.52,1995-10-23 00:00:00,1,VUSTX,10.418399999999998,10.287800000000002,10.2248,10.2469,10.178159999999998,10.065333333333335,9.967485714285715,9.8658,9.70084,9.619233333333334
60,10.59,1995-10-24 00:00:00,1,VUSTX,10.428799999999999,10.302,10.227200000000002,10.249199999999998,10.186479999999998,10.0732,9.974971428571429,9.873449999999998,9.70732,9.622833333333332
61,10.59,1995-10-25 00:00:00,1,VUSTX,10.4376,10.315,10.230400000000001,10.251399999999999,10.194879999999998,10.081133333333334,9.982228571428571,9.88105,9.71352,9.626766666666667
62,10.53,1995-10-26 00:00:00,1,VUSTX,10.4476,10.326199999999998,10.232533333333334,10.2529,10.202879999999997,10.088066666666666,9.989142857142857,9.888499999999999,9.719479999999999,9.630466666666667
63,10.55,1995-10-27 00:00:00,1,VUSTX,10.46,10.338,10.234933333333334,10.2552,10.210799999999997,10.094866666666666,9.996285714285714,9.89565,9.72588,9.634400000000001
64,10.56,1995-10-30 00:00:00,1,VUSTX,10.4724,10.3498,10.238,10.258,10.218239999999998,10.1022,10.003599999999999,9.9028,9.732439999999999,9.638333333333332
65,10.59,1995-10-31 00:00:00,1,VUSTX,10.486399999999998,10.3618,10.242666666666667,10.262699999999997,10.225199999999997,10.109533333333331,10.010685714285714,9.91005,9.739079999999998,9.642133333333332
66,10.63,1995-11-01 00:00:00,1,VUSTX,10.5024,10.375,10.248666666666665,10.2675,10.231519999999998,10.117400000000002,10.018057142857144,9.9175,9.74612,9.646266666666666
67,10.67,1995-11-02 00:00:00,1,VUSTX,10.52,10.389599999999998,10.2572,10.2709,10.23808,10.125599999999999,10.025599999999999,9.92535,9.75332,9.6504
68,10.65,1995-11-03 00:00:00,1,VUSTX,10.5324,10.4022,10.265466666666667,10.2743,10.24384,10.133266666666666,10.032742857142855,9.933399999999999,9.760359999999999,9.6545
69,10.64,1995-11-06 00:00:00,1,VUSTX,10.5436,10.411800000000001,10.274799999999999,10.277999999999999,10.249840000000004,10.140866666666664,10.039657142857141,9.941450000000001,9.76716,9.658433333333333
70,10.61,1995-11-07 00:00:00,1,VUSTX,10.5524,10.421,10.282666666666666,10.2815,10.255760000000002,10.148266666666666,10.046457142857141,9.949449999999999,9.774,9.662233333333333
